Id,CourseNameShort,Academy,City,Languages,ProgrammeDuration,TuitionFees,ApplicationDeadline,IsCompleteOnlinePossible,BadgeLabel,SupportInternationalStudents,Subject,TypeOfElearning,From,To,Time ,Frequency ,Distance (km),city2,Jobs in City
4092,Research In Computer & Systems Engineering (RCSE),Technische Universität Ilmenau,ilmenau,English,4 Semesters,,"<p><strong>Winter Semester</strong><br />
Application Period For Students With Certificates From Non-EEA / International Countries: 16 January &ndash; 15 May</p>

<p>Application Period For Students With Certificates From EEA Countries, Switzerland, Or The UK: 16 April &ndash; 15 September</p>

<p><strong>Summer Semester</strong><br />
Application Period For Students With Certificates From Non-EEA / International Countries: 1 August &ndash; 15 November</p>

<p>Application Period For Students With Certificates From EEA Countries, Switzerland, Or The UK: 16 October &ndash; 15 March</p>

<p>Foreign Applicants Who Need To Apply For A Visa To Enter Germany Should Submit Their Application At Least Three Months Before The Application Deadline.</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Specialist Counselling | Visa Matters | Help With Finding Accommodation | Support With Registration Procedures | Accompanying Programme | Cultural And Linguistic Preparation,Computer Science,"3,4,6,9,10,13,15",ilmenau,Kronach,100–120,0.5,57.74,ilmenau,9
4092,Research In Computer & Systems Engineering (RCSE),Technische Universität Ilmenau,ilmenau,English,4 Semesters,,"<p><strong>Winter Semester</strong><br />
Application Period For Students With Certificates From Non-EEA / International Countries: 16 January &ndash; 15 May</p>

<p>Application Period For Students With Certificates From EEA Countries, Switzerland, Or The UK: 16 April &ndash; 15 September</p>

<p><strong>Summer Semester</strong><br />
Application Period For Students With Certificates From Non-EEA / International Countries: 1 August &ndash; 15 November</p>

<p>Application Period For Students With Certificates From EEA Countries, Switzerland, Or The UK: 16 October &ndash; 15 March</p>

<p>Foreign Applicants Who Need To Apply For A Visa To Enter Germany Should Submit Their Application At Least Three Months Before The Application Deadline.</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Specialist Counselling | Visa Matters | Help With Finding Accommodation | Support With Registration Procedures | Accompanying Programme | Cultural And Linguistic Preparation,Computer Science,"3,4,6,9,10,13,15",ilmenau,Coburg,90–110,1,47.8,ilmenau,9
4092,Research In Computer & Systems Engineering (RCSE),Technische Universität Ilmenau,ilmenau,English,4 Semesters,,"<p><strong>Winter Semester</strong><br />
Application Period For Students With Certificates From Non-EEA / International Countries: 16 January &ndash; 15 May</p>

<p>Application Period For Students With Certificates From EEA Countries, Switzerland, Or The UK: 16 April &ndash; 15 September</p>

<p><strong>Summer Semester</strong><br />
Application Period For Students With Certificates From Non-EEA / International Countries: 1 August &ndash; 15 November</p>

<p>Application Period For Students With Certificates From EEA Countries, Switzerland, Or The UK: 16 October &ndash; 15 March</p>

<p>Foreign Applicants Who Need To Apply For A Visa To Enter Germany Should Submit Their Application At Least Three Months Before The Application Deadline.</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Specialist Counselling | Visa Matters | Help With Finding Accommodation | Support With Registration Procedures | Accompanying Programme | Cultural And Linguistic Preparation,Computer Science,"3,4,6,9,10,13,15",ilmenau,Erfurt,40–50,1,33.37,ilmenau,9
9725,MSc Data Science,Hochschule Bielefeld – University Of Applied Sciences And Arts (HSBI),gütersloh,English,4 Semesters,,"<p>EU Applicants &amp; Non-EU Applicants:&nbsp;</p>

<p><strong>15 July&nbsp;</strong>for The Following Winter Semester<br />
<strong>15 January</strong>&nbsp;for The Following Summer Semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Accompanying Programme | Cultural And Linguistic Preparation | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,gütersloh,Paderborn,63–83,1,33.28,gütersloh,13
9725,MSc Data Science,Hochschule Bielefeld – University Of Applied Sciences And Arts (HSBI),gütersloh,English,4 Semesters,,"<p>EU Applicants &amp; Non-EU Applicants:&nbsp;</p>

<p><strong>15 July&nbsp;</strong>for The Following Winter Semester<br />
<strong>15 January</strong>&nbsp;for The Following Summer Semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Accompanying Programme | Cultural And Linguistic Preparation | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,gütersloh,Münster,55–71,1,52.17,gütersloh,13
9725,MSc Data Science,Hochschule Bielefeld – University Of Applied Sciences And Arts (HSBI),gütersloh,English,4 Semesters,,"<p>EU Applicants &amp; Non-EU Applicants:&nbsp;</p>

<p><strong>15 July&nbsp;</strong>for The Following Winter Semester<br />
<strong>15 January</strong>&nbsp;for The Following Summer Semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Accompanying Programme | Cultural And Linguistic Preparation | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,gütersloh,Soest,60–80,1,41.63,gütersloh,13
9725,MSc Data Science,Hochschule Bielefeld – University Of Applied Sciences And Arts (HSBI),gütersloh,English,4 Semesters,,"<p>EU Applicants &amp; Non-EU Applicants:&nbsp;</p>

<p><strong>15 July&nbsp;</strong>for The Following Winter Semester<br />
<strong>15 January</strong>&nbsp;for The Following Summer Semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Accompanying Programme | Cultural And Linguistic Preparation | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,gütersloh,Osnabrück,60–80,1,46.56,gütersloh,13
9725,MSc Data Science,Hochschule Bielefeld – University Of Applied Sciences And Arts (HSBI),gütersloh,English,4 Semesters,,"<p>EU Applicants &amp; Non-EU Applicants:&nbsp;</p>

<p><strong>15 July&nbsp;</strong>for The Following Winter Semester<br />
<strong>15 January</strong>&nbsp;for The Following Summer Semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Accompanying Programme | Cultural And Linguistic Preparation | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,gütersloh,Bielefeld,15–20,2,16.36,gütersloh,13
9725,MSc Data Science,Hochschule Bielefeld – University Of Applied Sciences And Arts (HSBI),gütersloh,English,4 Semesters,,"<p>EU Applicants &amp; Non-EU Applicants:&nbsp;</p>

<p><strong>15 July&nbsp;</strong>for The Following Winter Semester<br />
<strong>15 January</strong>&nbsp;for The Following Summer Semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Accompanying Programme | Cultural And Linguistic Preparation | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,gütersloh,Lemgo,60–80,1,38.41,gütersloh,13
9725,MSc Data Science,Hochschule Bielefeld – University Of Applied Sciences And Arts (HSBI),gütersloh,English,4 Semesters,,"<p>EU Applicants &amp; Non-EU Applicants:&nbsp;</p>

<p><strong>15 July&nbsp;</strong>for The Following Winter Semester<br />
<strong>15 January</strong>&nbsp;for The Following Summer Semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors | Accompanying Programme | Cultural And Linguistic Preparation | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,gütersloh,Detmold,60–80,1,34.62,gütersloh,13
4686,Human Computer Interaction (HCI),University Of Siegen,siegen,English,4 Semesters,,"<p>Application Start: 1 May, Deadline: 1 June For Winter&nbsp;semester</p>

<p>Application Start: 1 November, Deadline: 1 December For Summer&nbsp;semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors,Computer Science,,siegen,Marburg,78–101,1,52.98,siegen,89
4686,Human Computer Interaction (HCI),University Of Siegen,siegen,English,4 Semesters,,"<p>Application Start: 1 May, Deadline: 1 June For Winter&nbsp;semester</p>

<p>Application Start: 1 November, Deadline: 1 December For Summer&nbsp;semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors,Computer Science,,siegen,Gummersbach,175–185,1,36.67,siegen,89
4686,Human Computer Interaction (HCI),University Of Siegen,siegen,English,4 Semesters,,"<p>Application Start: 1 May, Deadline: 1 June For Winter&nbsp;semester</p>

<p>Application Start: 1 November, Deadline: 1 December For Summer&nbsp;semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors,Computer Science,,siegen,Gießen,60–70,1,55.95,siegen,89
4686,Human Computer Interaction (HCI),University Of Siegen,siegen,English,4 Semesters,,"<p>Application Start: 1 May, Deadline: 1 June For Winter&nbsp;semester</p>

<p>Application Start: 1 November, Deadline: 1 December For Summer&nbsp;semester</p>",FALSE,,Welcome Event | Buddy Programme | Tutors,Computer Science,,siegen,Sankt Augustin,120–130,1,59.95,siegen,89
4660,Human-Computer Interaction (HCI),Bauhaus-Universität Weimar,weimar,English,4 Semesters,,"<p>Applicants Who Graduated Outside The European Union:<br />
15 July For The Following Winter Semester<br />
15 January For The Following Summer Semester</p>

<p>Applicants Who Graduated Within The EU:<br />
30 September For The Following Winter Semester<br />
31 March For The Following Summer Semester</p>",FALSE,,Tutors | Welcome Event | Buddy Programme | Specialist Counselling | Visa Matters | Accompanying Programme,Computer Science,,weimar,Ilmenau,60–70,1,43.47,weimar,4
4660,Human-Computer Interaction (HCI),Bauhaus-Universität Weimar,weimar,English,4 Semesters,,"<p>Applicants Who Graduated Outside The European Union:<br />
15 July For The Following Winter Semester<br />
15 January For The Following Summer Semester</p>

<p>Applicants Who Graduated Within The EU:<br />
30 September For The Following Winter Semester<br />
31 March For The Following Summer Semester</p>",FALSE,,Tutors | Welcome Event | Buddy Programme | Specialist Counselling | Visa Matters | Accompanying Programme,Computer Science,,weimar,Jena,15–20,2,19.09,weimar,4
4660,Human-Computer Interaction (HCI),Bauhaus-Universität Weimar,weimar,English,4 Semesters,,"<p>Applicants Who Graduated Outside The European Union:<br />
15 July For The Following Winter Semester<br />
15 January For The Following Summer Semester</p>

<p>Applicants Who Graduated Within The EU:<br />
30 September For The Following Winter Semester<br />
31 March For The Following Summer Semester</p>",FALSE,,Tutors | Welcome Event | Buddy Programme | Specialist Counselling | Visa Matters | Accompanying Programme,Computer Science,,weimar,Erfurt,12–17,4,20.99,weimar,4
3727,"Computational Engineering (CE), MSc",FAU Erlangen-Nürnberg,erlangen,English,4 Semesters,,"<p><strong>Non-EU</strong> Applicants: <strong>15 April</strong></p>

<p><strong>EU</strong> Applicants: <strong>15 July</strong></p>

<p>for The Following Winter Semester, Respectively</p>",FALSE,,Buddy Programme | Specialist Counselling,Computer Science,,erlangen,Bayreuth,81–105,1,58.18,erlangen,88
3727,"Computational Engineering (CE), MSc",FAU Erlangen-Nürnberg,erlangen,English,4 Semesters,,"<p><strong>Non-EU</strong> Applicants: <strong>15 April</strong></p>

<p><strong>EU</strong> Applicants: <strong>15 July</strong></p>

<p>for The Following Winter Semester, Respectively</p>",FALSE,,Buddy Programme | Specialist Counselling,Computer Science,,erlangen,Bamberg,30–40,2,34.32,erlangen,88
3727,"Computational Engineering (CE), MSc",FAU Erlangen-Nürnberg,erlangen,English,4 Semesters,,"<p><strong>Non-EU</strong> Applicants: <strong>15 April</strong></p>

<p><strong>EU</strong> Applicants: <strong>15 July</strong></p>

<p>for The Following Winter Semester, Respectively</p>",FALSE,,Buddy Programme | Specialist Counselling,Computer Science,,erlangen,Nürnberg,15–20,4,16.58,erlangen,88
3727,"Computational Engineering (CE), MSc",FAU Erlangen-Nürnberg,erlangen,English,4 Semesters,,"<p><strong>Non-EU</strong> Applicants: <strong>15 April</strong></p>

<p><strong>EU</strong> Applicants: <strong>15 July</strong></p>

<p>for The Following Winter Semester, Respectively</p>",FALSE,,Buddy Programme | Specialist Counselling,Computer Science,,erlangen,Ansbach,60–80,1,45.27,erlangen,88
5202,Computational Modelling And Simulation,Dresden University Of Technology,dresden,English,4 Semesters,,"<p>For The Following Winter Semester:</p>

<p><strong>(Prospective) Degree Holders From Non-German Institutions Of Higher Education:</strong><br />
<strong>1 April To 31 May: </strong>non-EU Nationals<br />
<strong>1 April To 15 July: </strong>German Or EU Nationals</p>

<p><strong>All Other Applicants:</strong><br />
<strong>1 June To 15 July:</strong> (prospective) Graduates From German Institutions Of Higher Education</p>",FALSE,,Welcome Event | Tutors | Specialist Counselling | Visa Matters,Computer Science,,dresden,Freiberg,32–33,2,31.42,dresden,256
5202,Computational Modelling And Simulation,Dresden University Of Technology,dresden,English,4 Semesters,,"<p>For The Following Winter Semester:</p>

<p><strong>(Prospective) Degree Holders From Non-German Institutions Of Higher Education:</strong><br />
<strong>1 April To 31 May: </strong>non-EU Nationals<br />
<strong>1 April To 15 July: </strong>German Or EU Nationals</p>

<p><strong>All Other Applicants:</strong><br />
<strong>1 June To 15 July:</strong> (prospective) Graduates From German Institutions Of Higher Education</p>",FALSE,,Welcome Event | Tutors | Specialist Counselling | Visa Matters,Computer Science,,dresden,Tharandt,20–25,2,13.21,dresden,256
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Bingen am Rhein,60–70,1,58.63,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Friedberg (Hessen),25–30,2,25.51,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Darmstadt,20–30,2,25.08,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Bad Homburg vor der Höhe,20–30,2,13.73,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Dieburg,40–50,1,26.44,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Mainz,35–45,2,31.76,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Gießen,50–60,1,52.9,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Idstein,50–60,1,31.94,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Weidenbach,90–120,0.5,57.34,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Worms,60–70,1,58.17,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Aschaffenburg,30–40,2,36.21,frankfurt am main,730
3903,High Integrity Systems (HIS),Frankfurt University Of Applied Sciences,frankfurt am main,English,4 Semesters,,"<p>15 October For Summer Semester, 15 April For Winter Semester</p>",FALSE,,Tutors | Specialist Counselling | Welcome Event,Computer Science,,frankfurt am main,Wiesbaden,40–50,2,31.67,frankfurt am main,730
9040,Data Science,Hamburg University Of Technology,hamburg,English,4 Semesters,,"<p><strong>International Applicants From Outside EU:</strong><br />
If You Have A Non-EU Nationality And Do Not Currently Have A Right Of Residence In An EU Country, Your Application Period Is From 1 December To 1 March. We Conduct An Online Application Process. Detailed Information On The Application And Admission Procedures Can Be Found <a Href=""https://www.tuhh.de/tuhh/en/studying/before-Studying/degree-Courses/international-Study-Programs/how-And-When-To-Apply"">here</a>.</p>

<p><strong>Applicants Within EU (incl. Germany):</strong><br />
If You Have An EU Nationality Or You Have A Resident Permit For An EU Country, Your Application Period Is From 1 June To 15 July. We Conduct An Online Application Process. Detailed Information On The Application And Admission Procedures Can Be Found <a Href=""https://www.tuhh.de/tuhh/en/studying/before-Studying/degree-Courses/international-Study-Programs/how-And-When-To-Apply"">here</a>.</p>",FALSE,,Welcome Event | Tutors | Specialist Counselling | Cultural And Linguistic Preparation,Computer Science,,hamburg,Lüneburg,30–35,2,43.13,hamburg,777
9040,Data Science,Hamburg University Of Technology,hamburg,English,4 Semesters,,"<p><strong>International Applicants From Outside EU:</strong><br />
If You Have A Non-EU Nationality And Do Not Currently Have A Right Of Residence In An EU Country, Your Application Period Is From 1 December To 1 March. We Conduct An Online Application Process. Detailed Information On The Application And Admission Procedures Can Be Found <a Href=""https://www.tuhh.de/tuhh/en/studying/before-Studying/degree-Courses/international-Study-Programs/how-And-When-To-Apply"">here</a>.</p>

<p><strong>Applicants Within EU (incl. Germany):</strong><br />
If You Have An EU Nationality Or You Have A Resident Permit For An EU Country, Your Application Period Is From 1 June To 15 July. We Conduct An Online Application Process. Detailed Information On The Application And Admission Procedures Can Be Found <a Href=""https://www.tuhh.de/tuhh/en/studying/before-Studying/degree-Courses/international-Study-Programs/how-And-When-To-Apply"">here</a>.</p>",FALSE,,Welcome Event | Tutors | Specialist Counselling | Cultural And Linguistic Preparation,Computer Science,,hamburg,Wedel (Holstein),40–45,2,19.96,hamburg,777
9040,Data Science,Hamburg University Of Technology,hamburg,English,4 Semesters,,"<p><strong>International Applicants From Outside EU:</strong><br />
If You Have A Non-EU Nationality And Do Not Currently Have A Right Of Residence In An EU Country, Your Application Period Is From 1 December To 1 March. We Conduct An Online Application Process. Detailed Information On The Application And Admission Procedures Can Be Found <a Href=""https://www.tuhh.de/tuhh/en/studying/before-Studying/degree-Courses/international-Study-Programs/how-And-When-To-Apply"">here</a>.</p>

<p><strong>Applicants Within EU (incl. Germany):</strong><br />
If You Have An EU Nationality Or You Have A Resident Permit For An EU Country, Your Application Period Is From 1 June To 15 July. We Conduct An Online Application Process. Detailed Information On The Application And Admission Procedures Can Be Found <a Href=""https://www.tuhh.de/tuhh/en/studying/before-Studying/degree-Courses/international-Study-Programs/how-And-When-To-Apply"">here</a>.</p>",FALSE,,Welcome Event | Tutors | Specialist Counselling | Cultural And Linguistic Preparation,Computer Science,,hamburg,Lübeck,45–50,2,57.26,hamburg,777
6236,Applied Research In Computer Science (MSc),Hof University Of Applied Sciences,hof,English,3 Semesters,,"<p>Our <strong><a Href=""https://www3.primuss.de/cgi-Bin/bew_anmeldung_v2/index.pl?Session=&amp;FH=fhh&amp;Email=&amp;Portal=1&amp;Language=en"">application Portal</a></strong> Is Open During The Following Application Periods:</p>

<ul>
	<li>5 November &ndash; 30 November For The Following Summer Semester</li>
	<li>15 April &ndash; 31 May For The Following Winter Semester</li>
</ul>",FALSE,,Accompanying Programme | Specialist Counselling | Cultural And Linguistic Preparation | Visa Matters | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,hof,Bayreuth,50–74,1,48.74,hof,15
6236,Applied Research In Computer Science (MSc),Hof University Of Applied Sciences,hof,English,3 Semesters,,"<p>Our <strong><a Href=""https://www3.primuss.de/cgi-Bin/bew_anmeldung_v2/index.pl?Session=&amp;FH=fhh&amp;Email=&amp;Portal=1&amp;Language=en"">application Portal</a></strong> Is Open During The Following Application Periods:</p>

<ul>
	<li>5 November &ndash; 30 November For The Following Summer Semester</li>
	<li>15 April &ndash; 31 May For The Following Winter Semester</li>
</ul>",FALSE,,Accompanying Programme | Specialist Counselling | Cultural And Linguistic Preparation | Visa Matters | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,hof,Kronach,55–75,1,43.04,hof,15
6236,Applied Research In Computer Science (MSc),Hof University Of Applied Sciences,hof,English,3 Semesters,,"<p>Our <strong><a Href=""https://www3.primuss.de/cgi-Bin/bew_anmeldung_v2/index.pl?Session=&amp;FH=fhh&amp;Email=&amp;Portal=1&amp;Language=en"">application Portal</a></strong> Is Open During The Following Application Periods:</p>

<ul>
	<li>5 November &ndash; 30 November For The Following Summer Semester</li>
	<li>15 April &ndash; 31 May For The Following Winter Semester</li>
</ul>",FALSE,,Accompanying Programme | Specialist Counselling | Cultural And Linguistic Preparation | Visa Matters | Help With Finding Accommodation | Support With Registration Procedures,Computer Science,,hof,Kulmbach,60–80,1,41.59,hof,15
6296,Data Science And Artificial Intelligence (MSc),Saarland University,saarbrücken,English,4 Semesters,,"<p>International Applications Are Very Welcome. Application Deadlines Are:</p>

<ul>
	<li>For Any Winter Semester Starting In October: 15 May</li>
	<li>For Any Summer Semester Starting In April: 15 November</li>
</ul>",FALSE,,Buddy Programme | Tutors | Accompanying Programme | Welcome Event | Cultural And Linguistic Preparation | Visa Matters | Help With Finding Accommodation,Computer Science,,saarbrücken,Birkenfeld,120–150,0.5,47.69,saarbrücken,82
6296,Data Science And Artificial Intelligence (MSc),Saarland University,saarbrücken,English,4 Semesters,,"<p>International Applications Are Very Welcome. Application Deadlines Are:</p>

<ul>
	<li>For Any Winter Semester Starting In October: 15 May</li>
	<li>For Any Summer Semester Starting In April: 15 November</li>
</ul>",FALSE,,Buddy Programme | Tutors | Accompanying Programme | Welcome Event | Cultural And Linguistic Preparation | Visa Matters | Help With Finding Accommodation,Computer Science,,saarbrücken,Zweibrücken,60–70,1,26.83,saarbrücken,82
6296,Data Science And Artificial Intelligence (MSc),Saarland University,saarbrücken,English,4 Semesters,,"<p>International Applications Are Very Welcome. Application Deadlines Are:</p>

<ul>
	<li>For Any Winter Semester Starting In October: 15 May</li>
	<li>For Any Summer Semester Starting In April: 15 November</li>
</ul>",FALSE,,Buddy Programme | Tutors | Accompanying Programme | Welcome Event | Cultural And Linguistic Preparation | Visa Matters | Help With Finding Accommodation,Computer Science,,saarbrücken,Pirmasens,76–79,0.5,44.78,saarbrücken,82
8953,Data Science,Fulda University Of Applied Sciences,fulda,English,"3 Semesters, 4 Semesters",,<p>Admission To The Four-Semester Programme Is Possible In The Summer As Well As In The Winter Semester. Admission To The Three-Semester Programme Is Only Possible In The Winter Semester. Exact Application Deadlines Can Be Found On The Programme&#39;s Website.</p>,FALSE,,Welcome Event | Buddy Programme | Tutors | Pick-Up Service | Help With Finding Accommodation,Computer Science,,fulda,Schmalkalden,115–145,0.5,57.83,fulda,26
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Siegen,150–180,0.5,36.67,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Bonn,105–135,0.5,45.93,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Köln,70–80,1,43.5,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Wuppertal,90–120,0.5,37.64,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Bochum,150–180,0.5,55.91,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Dortmund,150–180,0.5,54.55,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Düsseldorf,120–150,0.5,59.3,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Sankt Augustin,90–120,0.5,38.46,gummersbach,8
8353,Digital Sciences (MSc),Technische Hochschule Köln (University Of Applied Sciences),gummersbach,English,"3 Semesters, 4 Semesters",,"<p>Please Check The &quot;How To Apply&quot; Section Of The Individual TH K&ouml;ln Programme Websites For Current Application Deadlines.<br />
See: <a Href=""http://www.th-Koeln.de/en/academics/programs_5797.php"" Target=""_blank"">http://www.th-Koeln.de/programs</a></p>",FALSE,,Welcome Event | Tutors | Accompanying Programme | Visa Matters,Computer Science,,gummersbach,Remagen,150–180,0.5,55.19,gummersbach,8
